symbol,signal_time,entry_time,expiration_minutes,action,pattern,score,entry_price,exit_time,exit_price,result
EURUSD,2026-09-15T14:46:00+00:00,2026-09-15T14:47:00+00:00,1,CALL,BULLISH_BREAKOUT,32,1.15444,2026-09-15T14:48:00+00:00,1.15439,LOSS
EURUSD,2026-09-15T14:46:00+00:00,2026-09-15T14:47:00+00:00,2,CALL,BULLISH_BREAKOUT,32,1.15444,2026-09-15T14:49:00+00:00,1.15432,LOSS
EURUSD,2026-09-15T14:46:00+00:00,2026-09-15T14:47:00+00:00,3,CALL,BULLISH_BREAKOUT,32,1.15444,2026-09-15T14:50:00+00:00,1.15443,LOSS
EURUSD,2026-09-15T14:46:00+00:00,2026-09-15T14:47:00+00:00,5,CALL,BULLISH_BREAKOUT,32,1.15444,2026-09-15T14:52:00+00:00,1.15459,WIN
EURUSD,2026-09-15T14:46:00+00:00,2026-09-15T14:47:00+00:00,10,CALL,BULLISH_BREAKOUT,32,1.15444,2026-09-15T14:57:00+00:00,1.15438,LOSS
EURUSD,2026-09-15T14:46:00+00:00,2026-09-15T14:47:00+00:00,15,CALL,BULLISH_BREAKOUT,32,1.15444,2026-09-15T15:02:00+00:00,1.15412,LOSS
EURUSD,2026-09-15T14:48:00+00:00,2026-09-15T14:49:00+00:00,1,PUT,BEARISH_CANDLE,32,1.15432,2026-09-15T14:50:00+00:00,1.15443,LOSS
EURUSD,2026-09-15T14:48:00+00:00,2026-09-15T14:49:00+00:00,2,PUT,BEARISH_CANDLE,32,1.15432,2026-09-15T14:51:00+00:00,1.15445,LOSS
EURUSD,2026-09-15T14:48:00+00:00,2026-09-15T14:49:00+00:00,3,PUT,BEARISH_CANDLE,32,1.15432,2026-09-15T14:52:00+00:00,1.15459,LOSS
EURUSD,2026-09-15T14:48:00+00:00,2026-09-15T14:49:00+00:00,5,PUT,BEARISH_CANDLE,32,1.15432,2026-09-15T14:54:00+00:00,1.15464,LOSS
EURUSD,2026-09-15T14:48:00+00:00,2026-09-15T14:49:00+00:00,10,PUT,BEARISH_CANDLE,32,1.15432,2026-09-15T14:59:00+00:00,1.1543,WIN
EURUSD,2026-09-15T14:48:00+00:00,2026-09-15T14:49:00+00:00,15,PUT,BEARISH_CANDLE,32,1.15432,2026-09-15T15:04:00+00:00,1.15438,LOSS
EURUSD,2026-09-15T14:49:00+00:00,2026-09-15T14:50:00+00:00,1,PUT,BEARISH_CANDLE,32,1.15443,2026-09-15T14:51:00+00:00,1.15445,LOSS
EURUSD,2026-09-15T14:49:00+00:00,2026-09-15T14:50:00+00:00,2,PUT,BEARISH_CANDLE,32,1.15443,2026-09-15T14:52:00+00:00,1.15459,LOSS
EURUSD,2026-09-15T14:49:00+00:00,2026-09-15T14:50:00+00:00,3,PUT,BEARISH_CANDLE,32,1.15443,2026-09-15T14:53:00+00:00,1.15454,LOSS
EURUSD,2026-09-15T14:49:00+00:00,2026-09-15T14:50:00+00:00,5,PUT,BEARISH_CANDLE,32,1.15443,2026-09-15T14:55:00+00:00,1.15475,LOSS
EURUSD,2026-09-15T14:49:00+00:00,2026-09-15T14:50:00+00:00,10,PUT,BEARISH_CANDLE,32,1.15443,2026-09-15T15:00:00+00:00,1.15434,WIN
EURUSD,2026-09-15T14:49:00+00:00,2026-09-15T14:50:00+00:00,15,PUT,BEARISH_CANDLE,32,1.15443,2026-09-15T15:05:00+00:00,1.15439,WIN
EURUSD,2026-09-15T14:52:00+00:00,2026-09-15T14:53:00+00:00,1,CALL,BULLISH_BREAKOUT,33,1.15454,2026-09-15T14:54:00+00:00,1.15464,WIN
EURUSD,2026-09-15T14:52:00+00:00,2026-09-15T14:53:00+00:00,2,CALL,BULLISH_BREAKOUT,33,1.15454,2026-09-15T14:55:00+00:00,1.15475,WIN
EURUSD,2026-09-15T14:52:00+00:00,2026-09-15T14:53:00+00:00,3,CALL,BULLISH_BREAKOUT,33,1.15454,2026-09-15T14:56:00+00:00,1.15458,WIN
EURUSD,2026-09-15T14:52:00+00:00,2026-09-15T14:53:00+00:00,5,CALL,BULLISH_BREAKOUT,33,1.15454,2026-09-15T14:58:00+00:00,1.15434,LOSS
EURUSD,2026-09-15T14:52:00+00:00,2026-09-15T14:53:00+00:00,10,CALL,BULLISH_BREAKOUT,33,1.15454,2026-09-15T15:03:00+00:00,1.15436,LOSS
EURUSD,2026-09-15T14:52:00+00:00,2026-09-15T14:53:00+00:00,15,CALL,BULLISH_BREAKOUT,33,1.15454,2026-09-15T15:08:00+00:00,1.15429,LOSS
EURUSD,2026-09-15T14:54:00+00:00,2026-09-15T14:55:00+00:00,1,CALL,BULLISH_BREAKOUT,28,1.15475,2026-09-15T14:56:00+00:00,1.15458,LOSS
EURUSD,2026-09-15T14:54:00+00:00,2026-09-15T14:55:00+00:00,2,CALL,BULLISH_BREAKOUT,28,1.15475,2026-09-15T14:57:00+00:00,1.15438,LOSS
EURUSD,2026-09-15T14:54:00+00:00,2026-09-15T14:55:00+00:00,3,CALL,BULLISH_BREAKOUT,28,1.15475,2026-09-15T14:58:00+00:00,1.15434,LOSS
EURUSD,2026-09-15T14:54:00+00:00,2026-09-15T14:55:00+00:00,5,CALL,BULLISH_BREAKOUT,28,1.15475,2026-09-15T15:00:00+00:00,1.15434,LOSS
EURUSD,2026-09-15T14:54:00+00:00,2026-09-15T14:55:00+00:00,10,CALL,BULLISH_BREAKOUT,28,1.15475,2026-09-15T15:05:00+00:00,1.15439,LOSS
EURUSD,2026-09-15T14:54:00+00:00,2026-09-15T14:55:00+00:00,15,CALL,BULLISH_BREAKOUT,28,1.15475,2026-09-15T15:10:00+00:00,1.15435,LOSS
EURUSD,2026-09-15T14:55:00+00:00,2026-09-15T14:56:00+00:00,1,CALL,BULLISH_BREAKOUT,41,1.15458,2026-09-15T14:57:00+00:00,1.15438,LOSS
EURUSD,2026-09-15T14:55:00+00:00,2026-09-15T14:56:00+00:00,2,CALL,BULLISH_BREAKOUT,41,1.15458,2026-09-15T14:58:00+00:00,1.15434,LOSS
EURUSD,2026-09-15T14:55:00+00:00,2026-09-15T14:56:00+00:00,3,CALL,BULLISH_BREAKOUT,41,1.15458,2026-09-15T14:59:00+00:00,1.1543,LOSS
EURUSD,2026-09-15T14:55:00+00:00,2026-09-15T14:56:00+00:00,5,CALL,BULLISH_BREAKOUT,41,1.15458,2026-09-15T15:01:00+00:00,1.15429,LOSS
EURUSD,2026-09-15T14:55:00+00:00,2026-09-15T14:56:00+00:00,10,CALL,BULLISH_BREAKOUT,41,1.15458,2026-09-15T15:06:00+00:00,1.15445,LOSS
EURUSD,2026-09-15T14:55:00+00:00,2026-09-15T14:56:00+00:00,15,CALL,BULLISH_BREAKOUT,41,1.15458,2026-09-15T15:11:00+00:00,1.15445,LOSS
EURUSD,2026-09-15T14:56:00+00:00,2026-09-15T14:57:00+00:00,1,CALL,BEARISH_CANDLE,25,1.15438,2026-09-15T14:58:00+00:00,1.15434,LOSS
EURUSD,2026-09-15T14:56:00+00:00,2026-09-15T14:57:00+00:00,2,CALL,BEARISH_CANDLE,25,1.15438,2026-09-15T14:59:00+00:00,1.1543,LOSS
EURUSD,2026-09-15T14:56:00+00:00,2026-09-15T14:57:00+00:00,3,CALL,BEARISH_CANDLE,25,1.15438,2026-09-15T15:00:00+00:00,1.15434,LOSS
EURUSD,2026-09-15T14:56:00+00:00,2026-09-15T14:57:00+00:00,5,CALL,BEARISH_CANDLE,25,1.15438,2026-09-15T15:02:00+00:00,1.15412,LOSS
EURUSD,2026-09-15T14:56:00+00:00,2026-09-15T14:57:00+00:00,10,CALL,BEARISH_CANDLE,25,1.15438,2026-09-15T15:07:00+00:00,1.15433,LOSS
EURUSD,2026-09-15T14:56:00+00:00,2026-09-15T14:57:00+00:00,15,CALL,BEARISH_CANDLE,25,1.15438,2026-09-15T15:12:00+00:00,1.15423,LOSS
EURUSD,2026-09-15T14:57:00+00:00,2026-09-15T14:58:00+00:00,1,PUT,BEARISH_IMPULSE,30,1.15434,2026-09-15T14:59:00+00:00,1.1543,WIN
EURUSD,2026-09-15T14:57:00+00:00,2026-09-15T14:58:00+00:00,2,PUT,BEARISH_IMPULSE,30,1.15434,2026-09-15T15:00:00+00:00,1.15434,DRAW
EURUSD,2026-09-15T14:57:00+00:00,2026-09-15T14:58:00+00:00,3,PUT,BEARISH_IMPULSE,30,1.15434,2026-09-15T15:01:00+00:00,1.15429,WIN
EURUSD,2026-09-15T14:57:00+00:00,2026-09-15T14:58:00+00:00,5,PUT,BEARISH_IMPULSE,30,1.15434,2026-09-15T15:03:00+00:00,1.15436,LOSS
EURUSD,2026-09-15T14:57:00+00:00,2026-09-15T14:58:00+00:00,10,PUT,BEARISH_IMPULSE,30,1.15434,2026-09-15T15:08:00+00:00,1.15429,WIN
EURUSD,2026-09-15T14:57:00+00:00,2026-09-15T14:58:00+00:00,15,PUT,BEARISH_IMPULSE,30,1.15434,2026-09-15T15:13:00+00:00,1.15404,WIN
EURUSD,2026-09-15T14:58:00+00:00,2026-09-15T14:59:00+00:00,1,PUT,BEARISH_BREAKOUT,36,1.1543,2026-09-15T15:00:00+00:00,1.15434,LOSS
EURUSD,2026-09-15T14:58:00+00:00,2026-09-15T14:59:00+00:00,2,PUT,BEARISH_BREAKOUT,36,1.1543,2026-09-15T15:01:00+00:00,1.15429,WIN
EURUSD,2026-09-15T14:58:00+00:00,2026-09-15T14:59:00+00:00,3,PUT,BEARISH_BREAKOUT,36,1.1543,2026-09-15T15:02:00+00:00,1.15412,WIN
EURUSD,2026-09-15T14:58:00+00:00,2026-09-15T14:59:00+00:00,5,PUT,BEARISH_BREAKOUT,36,1.1543,2026-09-15T15:04:00+00:00,1.15438,LOSS
EURUSD,2026-09-15T14:58:00+00:00,2026-09-15T14:59:00+00:00,10,PUT,BEARISH_BREAKOUT,36,1.1543,2026-09-15T15:09:00+00:00,1.15434,LOSS
EURUSD,2026-09-15T14:58:00+00:00,2026-09-15T14:59:00+00:00,15,PUT,BEARISH_BREAKOUT,36,1.1543,2026-09-15T15:14:00+00:00,1.15404,WIN
EURUSD,2026-09-15T14:59:00+00:00,2026-09-15T15:00:00+00:00,1,PUT,BEARISH_CANDLE,29,1.15434,2026-09-15T15:01:00+00:00,1.15429,WIN
EURUSD,2026-09-15T14:59:00+00:00,2026-09-15T15:00:00+00:00,2,PUT,BEARISH_CANDLE,29,1.15434,2026-09-15T15:02:00+00:00,1.15412,WIN
EURUSD,2026-09-15T14:59:00+00:00,2026-09-15T15:00:00+00:00,3,PUT,BEARISH_CANDLE,29,1.15434,2026-09-15T15:03:00+00:00,1.15436,LOSS
EURUSD,2026-09-15T14:59:00+00:00,2026-09-15T15:00:00+00:00,5,PUT,BEARISH_CANDLE,29,1.15434,2026-09-15T15:05:00+00:00,1.15439,LOSS
EURUSD,2026-09-15T14:59:00+00:00,2026-09-15T15:00:00+00:00,10,PUT,BEARISH_CANDLE,29,1.15434,2026-09-15T15:10:00+00:00,1.15435,LOSS
EURUSD,2026-09-15T14:59:00+00:00,2026-09-15T15:00:00+00:00,15,PUT,BEARISH_CANDLE,29,1.15434,2026-09-15T15:15:00+00:00,1.15403,WIN
EURUSD,2026-09-15T15:00:00+00:00,2026-09-15T15:01:00+00:00,1,PUT,BULLISH_ENGULFING,33,1.15429,2026-09-15T15:02:00+00:00,1.15412,WIN
EURUSD,2026-09-15T15:00:00+00:00,2026-09-15T15:01:00+00:00,2,PUT,BULLISH_ENGULFING,33,1.15429,2026-09-15T15:03:00+00:00,1.15436,LOSS
EURUSD,2026-09-15T15:00:00+00:00,2026-09-15T15:01:00+00:00,3,PUT,BULLISH_ENGULFING,33,1.15429,2026-09-15T15:04:00+00:00,1.15438,LOSS
EURUSD,2026-09-15T15:00:00+00:00,2026-09-15T15:01:00+00:00,5,PUT,BULLISH_ENGULFING,33,1.15429,2026-09-15T15:06:00+00:00,1.15445,LOSS
EURUSD,2026-09-15T15:00:00+00:00,2026-09-15T15:01:00+00:00,10,PUT,BULLISH_ENGULFING,33,1.15429,2026-09-15T15:11:00+00:00,1.15445,LOSS
EURUSD,2026-09-15T15:00:00+00:00,2026-09-15T15:01:00+00:00,15,PUT,BULLISH_ENGULFING,33,1.15429,2026-09-15T15:16:00+00:00,1.1542,WIN
EURUSD,2026-09-15T15:01:00+00:00,2026-09-15T15:02:00+00:00,1,PUT,BEARISH_ENGULFING,45,1.15412,2026-09-15T15:03:00+00:00,1.15436,LOSS
EURUSD,2026-09-15T15:01:00+00:00,2026-09-15T15:02:00+00:00,2,PUT,BEARISH_ENGULFING,45,1.15412,2026-09-15T15:04:00+00:00,1.15438,LOSS
EURUSD,2026-09-15T15:01:00+00:00,2026-09-15T15:02:00+00:00,3,PUT,BEARISH_ENGULFING,45,1.15412,2026-09-15T15:05:00+00:00,1.15439,LOSS
EURUSD,2026-09-15T15:01:00+00:00,2026-09-15T15:02:00+00:00,5,PUT,BEARISH_ENGULFING,45,1.15412,2026-09-15T15:07:00+00:00,1.15433,LOSS
EURUSD,2026-09-15T15:01:00+00:00,2026-09-15T15:02:00+00:00,10,PUT,BEARISH_ENGULFING,45,1.15412,2026-09-15T15:12:00+00:00,1.15423,LOSS
EURUSD,2026-09-15T15:01:00+00:00,2026-09-15T15:02:00+00:00,15,PUT,BEARISH_ENGULFING,45,1.15412,2026-09-15T15:17:00+00:00,1.15414,LOSS
EURUSD,2026-09-15T15:02:00+00:00,2026-09-15T15:03:00+00:00,1,PUT,BEARISH_BREAKOUT,49,1.15436,2026-09-15T15:04:00+00:00,1.15438,LOSS
EURUSD,2026-09-15T15:02:00+00:00,2026-09-15T15:03:00+00:00,2,PUT,BEARISH_BREAKOUT,49,1.15436,2026-09-15T15:05:00+00:00,1.15439,LOSS
EURUSD,2026-09-15T15:02:00+00:00,2026-09-15T15:03:00+00:00,3,PUT,BEARISH_BREAKOUT,49,1.15436,2026-09-15T15:06:00+00:00,1.15445,LOSS
EURUSD,2026-09-15T15:02:00+00:00,2026-09-15T15:03:00+00:00,5,PUT,BEARISH_BREAKOUT,49,1.15436,2026-09-15T15:08:00+00:00,1.15429,WIN
EURUSD,2026-09-15T15:02:00+00:00,2026-09-15T15:03:00+00:00,10,PUT,BEARISH_BREAKOUT,49,1.15436,2026-09-15T15:13:00+00:00,1.15404,WIN
EURUSD,2026-09-15T15:02:00+00:00,2026-09-15T15:03:00+00:00,15,PUT,BEARISH_BREAKOUT,49,1.15436,2026-09-15T15:18:00+00:00,1.1543,WIN
EURUSD,2026-09-15T15:03:00+00:00,2026-09-15T15:04:00+00:00,1,PUT,BULLISH_IMPULSE,33,1.15438,2026-09-15T15:05:00+00:00,1.15439,LOSS
EURUSD,2026-09-15T15:03:00+00:00,2026-09-15T15:04:00+00:00,2,PUT,BULLISH_IMPULSE,33,1.15438,2026-09-15T15:06:00+00:00,1.15445,LOSS
EURUSD,2026-09-15T15:03:00+00:00,2026-09-15T15:04:00+00:00,3,PUT,BULLISH_IMPULSE,33,1.15438,2026-09-15T15:07:00+00:00,1.15433,WIN
EURUSD,2026-09-15T15:03:00+00:00,2026-09-15T15:04:00+00:00,5,PUT,BULLISH_IMPULSE,33,1.15438,2026-09-15T15:09:00+00:00,1.15434,WIN
EURUSD,2026-09-15T15:03:00+00:00,2026-09-15T15:04:00+00:00,10,PUT,BULLISH_IMPULSE,33,1.15438,2026-09-15T15:14:00+00:00,1.15404,WIN
EURUSD,2026-09-15T15:03:00+00:00,2026-09-15T15:04:00+00:00,15,PUT,BULLISH_IMPULSE,33,1.15438,2026-09-15T15:19:00+00:00,1.15433,WIN
EURUSD,2026-09-15T15:06:00+00:00,2026-09-15T15:07:00+00:00,1,CALL,BULLISH_CANDLE,34,1.15433,2026-09-15T15:08:00+00:00,1.15429,LOSS
EURUSD,2026-09-15T15:06:00+00:00,2026-09-15T15:07:00+00:00,2,CALL,BULLISH_CANDLE,34,1.15433,2026-09-15T15:09:00+00:00,1.15434,WIN
EURUSD,2026-09-15T15:06:00+00:00,2026-09-15T15:07:00+00:00,3,CALL,BULLISH_CANDLE,34,1.15433,2026-09-15T15:10:00+00:00,1.15435,WIN
EURUSD,2026-09-15T15:06:00+00:00,2026-09-15T15:07:00+00:00,5,CALL,BULLISH_CANDLE,34,1.15433,2026-09-15T15:12:00+00:00,1.15423,LOSS
EURUSD,2026-09-15T15:06:00+00:00,2026-09-15T15:07:00+00:00,10,CALL,BULLISH_CANDLE,34,1.15433,2026-09-15T15:17:00+00:00,1.15414,LOSS
EURUSD,2026-09-15T15:06:00+00:00,2026-09-15T15:07:00+00:00,15,CALL,BULLISH_CANDLE,34,1.15433,2026-09-15T15:22:00+00:00,1.15433,DRAW
EURUSD,2026-09-15T15:07:00+00:00,2026-09-15T15:08:00+00:00,1,PUT,BEARISH_ENGULFING,27,1.15429,2026-09-15T15:09:00+00:00,1.15434,LOSS
EURUSD,2026-09-15T15:07:00+00:00,2026-09-15T15:08:00+00:00,2,PUT,BEARISH_ENGULFING,27,1.15429,2026-09-15T15:10:00+00:00,1.15435,LOSS
EURUSD,2026-09-15T15:07:00+00:00,2026-09-15T15:08:00+00:00,3,PUT,BEARISH_ENGULFING,27,1.15429,2026-09-15T15:11:00+00:00,1.15445,LOSS
EURUSD,2026-09-15T15:07:00+00:00,2026-09-15T15:08:00+00:00,5,PUT,BEARISH_ENGULFING,27,1.15429,2026-09-15T15:13:00+00:00,1.15404,WIN
EURUSD,2026-09-15T15:07:00+00:00,2026-09-15T15:08:00+00:00,10,PUT,BEARISH_ENGULFING,27,1.15429,2026-09-15T15:18:00+00:00,1.1543,LOSS
EURUSD,2026-09-15T15:07:00+00:00,2026-09-15T15:08:00+00:00,15,PUT,BEARISH_ENGULFING,27,1.15429,2026-09-15T15:23:00+00:00,1.15435,LOSS
EURUSD,2026-09-15T15:08:00+00:00,2026-09-15T15:09:00+00:00,1,PUT,BEARISH_CANDLE,29,1.15434,2026-09-15T15:10:00+00:00,1.15435,LOSS
EURUSD,2026-09-15T15:08:00+00:00,2026-09-15T15:09:00+00:00,2,PUT,BEARISH_CANDLE,29,1.15434,2026-09-15T15:11:00+00:00,1.15445,LOSS
EURUSD,2026-09-15T15:08:00+00:00,2026-09-15T15:09:00+00:00,3,PUT,BEARISH_CANDLE,29,1.15434,2026-09-15T15:12:00+00:00,1.15423,WIN
EURUSD,2026-09-15T15:08:00+00:00,2026-09-15T15:09:00+00:00,5,PUT,BEARISH_CANDLE,29,1.15434,2026-09-15T15:14:00+00:00,1.15404,WIN
EURUSD,2026-09-15T15:08:00+00:00,2026-09-15T15:09:00+00:00,10,PUT,BEARISH_CANDLE,29,1.15434,2026-09-15T15:19:00+00:00,1.15433,WIN
EURUSD,2026-09-15T15:08:00+00:00,2026-09-15T15:09:00+00:00,15,PUT,BEARISH_CANDLE,29,1.15434,2026-09-15T15:24:00+00:00,1.1545,LOSS
EURUSD,2026-09-15T15:09:00+00:00,2026-09-15T15:10:00+00:00,1,CALL,BULLISH_ENGULFING,25,1.15435,2026-09-15T15:11:00+00:00,1.15445,WIN
EURUSD,2026-09-15T15:09:00+00:00,2026-09-15T15:10:00+00:00,2,CALL,BULLISH_ENGULFING,25,1.15435,2026-09-15T15:12:00+00:00,1.15423,LOSS
EURUSD,2026-09-15T15:09:00+00:00,2026-09-15T15:10:00+00:00,3,CALL,BULLISH_ENGULFING,25,1.15435,2026-09-15T15:13:00+00:00,1.15404,LOSS
EURUSD,2026-09-15T15:09:00+00:00,2026-09-15T15:10:00+00:00,5,CALL,BULLISH_ENGULFING,25,1.15435,2026-09-15T15:15:00+00:00,1.15403,LOSS
EURUSD,2026-09-15T15:09:00+00:00,2026-09-15T15:10:00+00:00,10,CALL,BULLISH_ENGULFING,25,1.15435,2026-09-15T15:20:00+00:00,1.15434,LOSS
EURUSD,2026-09-15T15:09:00+00:00,2026-09-15T15:10:00+00:00,15,CALL,BULLISH_ENGULFING,25,1.15435,2026-09-15T15:25:00+00:00,1.15454,WIN
EURUSD,2026-09-15T15:12:00+00:00,2026-09-15T15:13:00+00:00,1,PUT,BEARISH_ENGULFING,35,1.15404,2026-09-15T15:14:00+00:00,1.15404,DRAW
EURUSD,2026-09-15T15:12:00+00:00,2026-09-15T15:13:00+00:00,2,PUT,BEARISH_ENGULFING,35,1.15404,2026-09-15T15:15:00+00:00,1.15403,WIN
EURUSD,2026-09-15T15:12:00+00:00,2026-09-15T15:13:00+00:00,3,PUT,BEARISH_ENGULFING,35,1.15404,2026-09-15T15:16:00+00:00,1.1542,LOSS
EURUSD,2026-09-15T15:12:00+00:00,2026-09-15T15:13:00+00:00,5,PUT,BEARISH_ENGULFING,35,1.15404,2026-09-15T15:18:00+00:00,1.1543,LOSS
EURUSD,2026-09-15T15:12:00+00:00,2026-09-15T15:13:00+00:00,10,PUT,BEARISH_ENGULFING,35,1.15404,2026-09-15T15:23:00+00:00,1.15435,LOSS
EURUSD,2026-09-15T15:12:00+00:00,2026-09-15T15:13:00+00:00,15,PUT,BEARISH_ENGULFING,35,1.15404,2026-09-15T15:28:00+00:00,1.15455,LOSS
EURUSD,2026-09-15T15:13:00+00:00,2026-09-15T15:14:00+00:00,1,PUT,BEARISH_BREAKOUT,49,1.15404,2026-09-15T15:15:00+00:00,1.15403,WIN
EURUSD,2026-09-15T15:13:00+00:00,2026-09-15T15:14:00+00:00,2,PUT,BEARISH_BREAKOUT,49,1.15404,2026-09-15T15:16:00+00:00,1.1542,LOSS
EURUSD,2026-09-15T15:13:00+00:00,2026-09-15T15:14:00+00:00,3,PUT,BEARISH_BREAKOUT,49,1.15404,2026-09-15T15:17:00+00:00,1.15414,LOSS
EURUSD,2026-09-15T15:13:00+00:00,2026-09-15T15:14:00+00:00,5,PUT,BEARISH_BREAKOUT,49,1.15404,2026-09-15T15:19:00+00:00,1.15433,LOSS
EURUSD,2026-09-15T15:13:00+00:00,2026-09-15T15:14:00+00:00,10,PUT,BEARISH_BREAKOUT,49,1.15404,2026-09-15T15:24:00+00:00,1.1545,LOSS
EURUSD,2026-09-15T15:13:00+00:00,2026-09-15T15:14:00+00:00,15,PUT,BEARISH_BREAKOUT,49,1.15404,2026-09-15T15:29:00+00:00,1.15451,LOSS
EURUSD,2026-09-15T15:14:00+00:00,2026-09-15T15:15:00+00:00,1,PUT,BULLISH_REJECTION,33,1.15403,2026-09-15T15:16:00+00:00,1.1542,LOSS
EURUSD,2026-09-15T15:14:00+00:00,2026-09-15T15:15:00+00:00,2,PUT,BULLISH_REJECTION,33,1.15403,2026-09-15T15:17:00+00:00,1.15414,LOSS
EURUSD,2026-09-15T15:14:00+00:00,2026-09-15T15:15:00+00:00,3,PUT,BULLISH_REJECTION,33,1.15403,2026-09-15T15:18:00+00:00,1.1543,LOSS
EURUSD,2026-09-15T15:14:00+00:00,2026-09-15T15:15:00+00:00,5,PUT,BULLISH_REJECTION,33,1.15403,2026-09-15T15:20:00+00:00,1.15434,LOSS
EURUSD,2026-09-15T15:14:00+00:00,2026-09-15T15:15:00+00:00,10,PUT,BULLISH_REJECTION,33,1.15403,2026-09-15T15:25:00+00:00,1.15454,LOSS
EURUSD,2026-09-15T15:14:00+00:00,2026-09-15T15:15:00+00:00,15,PUT,BULLISH_REJECTION,33,1.15403,2026-09-15T15:30:00+00:00,1.15441,LOSS
